right_hip_pitch,right_hip_roll,right_hip_slide,right_ankle_roll,right_ankle_pitch,left_hip_pitch,left_hip_roll,left_hip_slide,left_ankle_roll,left_ankle_pitch,zmpx,zmpy
0.10088,-0.25775,0.002003,0.25775,-0.10088,-0.0091421,-0.2535,-0.010916,0.2535,0.0091421,0,0
0.10055,-0.25805,0.002287,0.25805,-0.10055,-0.0090765,-0.2537,-0.010916,0.2537,0.0090765,0,0
0.10021,-0.25834,0.002572,0.25834,-0.10021,-0.0090112,-0.2539,-0.010916,0.2539,0.0090112,0,0
0.099859,-0.25864,0.002858,0.25864,-0.099859,-0.008946,-0.25409,-0.010916,0.25409,0.008946,0,0
0.099508,-0.25893,0.003144,0.25893,-0.099508,-0.0088811,-0.25428,-0.010916,0.25428,0.0088811,0,0
0.099151,-0.25923,0.003432,0.25923,-0.099151,-0.0088163,-0.25448,-0.010915,0.25448,0.0088163,0,0
0.098788,-0.25952,0.00372,0.25952,-0.098788,-0.0087518,-0.25467,-0.010914,0.25467,0.0087518,0,0
0.09842,-0.25981,0.00401,0.25981,-0.09842,-0.0086874,-0.25486,-0.010913,0.25486,0.0086874,0,0
0.098047,-0.2601,0.0043,0.2601,-0.098047,-0.0086232,-0.25505,-0.010912,0.25505,0.0086232,0,0
0.097669,-0.26039,0.00459,0.26039,-0.097669,-0.0085593,-0.25523,-0.01091,0.25523,0.0085593,0,0
0.097285,-0.26067,0.004881,0.26067,-0.097285,-0.0084955,-0.25542,-0.010908,0.25542,0.0084955,0,0
0.096896,-0.26096,0.005173,0.26096,-0.096896,-0.0084319,-0.2556,-0.010906,0.2556,0.0084319,0,0
0.096502,-0.26125,0.005464,0.26125,-0.096502,-0.0083684,-0.25578,-0.010904,0.25578,0.0083684,0,0
0.096102,-0.26153,0.005757,0.26153,-0.096102,-0.0083052,-0.25596,-0.010902,0.25596,0.0083052,0,0
0.095698,-0.26181,0.006049,0.26181,-0.095698,-0.0082422,-0.25614,-0.010899,0.25614,0.0082422,0,0
0.095287,-0.26209,0.006342,0.26209,-0.095287,-0.0081793,-0.25632,-0.010896,0.25632,0.0081793,0,0
0.094871,-0.26237,0.006635,0.26237,-0.094871,-0.0081166,-0.25649,-0.010893,0.25649,0.0081166,0,0
0.094451,-0.26265,0.006928,0.26265,-0.094451,-0.008054,-0.25667,-0.010889,0.25667,0.008054,0,0
